turbine_id,overall_score,priority,component_scores,turbine_details,recommendations,remaining_fit_years,fit_expiry_date,repowering_window,latitude,longitude,postcode,window_priority
6988,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.041752224503764, 'capacity_mw': 0.005, 'location': 'Flintshire - Wales - Wales', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.955509924709103,2030-08-04 00:00:00,URGENT,53.32239301826796,-3.783108512993097,LL18,0.0
7031,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.364818617385353, 'capacity_mw': 0.011, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.632443531827516,2030-04-08 00:00:00,URGENT,55.061519657236836,-3.6260868461770004,DG9 ,0.0
7090,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.575633127994525, 'capacity_mw': 0.022, 'location': 'Scarborough - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.421629021218344,2030-01-21 00:00:00,URGENT,53.93919503653363,-0.997773609569357,YO14,0.0
7184,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.017111567419576, 'capacity_mw': 0.011, 'location': 'Harrogate - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.980150581793292,2030-08-13 00:00:00,URGENT,53.773963521932295,-1.5351720956657153,LS21,0.0
7198,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.813826146475018, 'capacity_mw': 0.005, 'location': 'Cornwall - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.183436002737851,2029-10-26 01:00:00,URGENT,50.29509497194195,-5.024797943575397,TR4 ,0.0
7335,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.485284052019164, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.511978097193703,2030-02-23 00:00:00,URGENT,55.034188977790045,-3.5761318212707787,DG9 ,0.0
7457,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.515400410677618, 'capacity_mw': 0.006, 'location': 'Scottish Borders - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.48186173853525,2030-02-12 00:00:00,URGENT,55.917711062823166,-3.2046771442457156,EH46,0.0
7493,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.545516769336071, 'capacity_mw': 0.011, 'location': 'Leeds - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.4517453798767965,2030-02-01 00:00:00,URGENT,53.848466263346786,-1.562382572664162,LS19,0.0
7498,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.482546201232033, 'capacity_mw': 0.006, 'location': 'Highland - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.514715947980835,2030-02-24 00:00:00,URGENT,57.42962759016412,-4.241856430638018,IV27,0.0
7559,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.405886379192333, 'capacity_mw': 0.005, 'location': 'Cornwall - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.591375770020534,2030-03-24 01:00:00,URGENT,50.29726540428748,-5.009066852665624,TR19,0.0
7683,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.271731690622861, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.725530458590007,2030-05-12 00:00:00,URGENT,55.09695956657772,-3.656196006688125,DG9 ,0.0
7762,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.236139630390143, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.761122518822724,2030-05-25 00:00:00,URGENT,55.03655245653825,-3.634831058599027,DG9 ,0.0
7823,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.307323750855579, 'capacity_mw': 0.006, 'location': 'Orkney Islands - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.689938398357289,2030-04-29 00:00:00,URGENT,58.937830780426495,-2.9457219712935965,KW17,0.0
7881,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.312799452429843, 'capacity_mw': 0.015, 'location': 'Perth and Kinross - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.684462696783025,2030-04-27 00:00:00,URGENT,56.18948385930105,-3.19484702197138,KY13,0.0
7929,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.323750855578371, 'capacity_mw': 0.006, 'location': 'Na h-Eileanan Siar - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.673511293634497,2030-04-23 00:00:00,URGENT,57.79138184111908,-7.038913832154959,HS2 ,0.0
7932,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.441478439425051, 'capacity_mw': 0.011, 'location': 'Perth and Kinross - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.555783709787817,2030-03-11 00:00:00,URGENT,56.365750648037114,-3.4203420909421838,PH11,0.0
7937,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.211498973305956, 'capacity_mw': 0.015, 'location': 'Angus - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.785763175906913,2030-06-03 00:00:00,URGENT,56.4912616201576,-2.948335528608812,DD3 ,0.0
8037,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.271731690622861, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.725530458590007,2030-05-12 00:00:00,URGENT,55.03758181886444,-3.6200810898903746,DG9 ,0.0
8271,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.200547570157427, 'capacity_mw': 0.0015, 'location': 'Stirling - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.7967145790554415,2030-06-07 00:00:00,URGENT,56.135406568852545,-3.9687117048839595,FK7 ,0.0
8284,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.266255989048597, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.731006160164271,2030-05-14 00:00:00,URGENT,55.09985767619324,-3.649923141696712,DG8 ,0.0
8419,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.263518138261464, 'capacity_mw': 0.005, 'location': 'Cornwall - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.733744010951403,2030-05-15 00:00:00,URGENT,50.694121920021786,-3.5634407487907627,EX23,0.0
8421,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.274469541409994, 'capacity_mw': 0.005, 'location': 'Highland - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.722792607802875,2030-05-11 00:00:00,URGENT,56.34581731164998,-3.474293118763268,PH33,0.0
8426,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.668720054757015, 'capacity_mw': 0.011, 'location': 'Calderdale - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.328542094455853,2029-12-18 00:00:00,URGENT,54.46073093222355,-3.4737978902208497,HX7 ,0.0
8442,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.143052703627653, 'capacity_mw': 0.006, 'location': 'Calderdale - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.854209445585216,2030-06-28 00:00:00,URGENT,54.507096594673094,-3.4501647030934888,HX6 ,0.0
8483,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.397672826830938, 'capacity_mw': 0.006, 'location': 'Kirklees - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.59958932238193,2030-03-27 01:00:00,URGENT,53.60727774580685,-1.8144034315306765,HD9 ,0.0
8494,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.159479808350445, 'capacity_mw': 0.015, 'location': 'Perth and Kinross - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.837782340862423,2030-06-22 00:00:00,URGENT,56.436585916542846,-3.391082929992941,PH7 ,0.0
8550,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.233401779603012, 'capacity_mw': 0.011, 'location': 'East Riding of Yorkshire - Yorkshire and The Humber - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.763860369609857,2030-05-26 00:00:00,URGENT,53.94806986461901,-1.0177899928072118,YO25,0.0
8595,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.236139630390143, 'capacity_mw': 0.015, 'location': 'Dumfries and Galloway - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.761122518822724,2030-05-25 00:00:00,URGENT,55.118764880895036,-3.5976384812656668,DG9 ,0.0
8691,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.268993839835728, 'capacity_mw': 0.045, 'location': 'Scottish Borders - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.728268309377139,2030-05-13 00:00:00,URGENT,55.52744579360733,-2.812595280351288,TD12,0.0
8927,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.227926078028748, 'capacity_mw': 0.015, 'location': 'Aberdeenshire - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.769336071184121,2030-05-28 00:00:00,URGENT,57.13788644037299,-2.0460951544041612,AB45,0.0
8933,0.734,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.8}","{'age_years': 15.277207392197125, 'capacity_mw': 0.006, 'location': 'Highland - Scotland - Scotland', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.720054757015743,2030-05-10 00:00:00,URGENT,57.472819435552765,-4.264053456754354,IV27,0.0
